NID-883810,ACC-967540,10864
NID-896034,ACC-397335,31731
NID-911444,ACC-517232,18788
NID-706366,ACC-692926,17626
NID-477376,ACC-825214,48901
NID-740655,ACC-918528,45263
NID-173240,ACC-611091,24652
NID-300145,ACC-871700,45881
NID-395912,ACC-181857,46138
NID-674657,ACC-825531,45865
NID-619559,ACC-334019,41481
NID-321848,ACC-146933,14298
NID-675883,ACC-610044,22935
NID-511972,ACC-924654,45503
NID-317245,ACC-136143,46442
NID-950743,ACC-605689,19122
NID-839606,ACC-733143,29784
NID-948524,ACC-652771,28843
NID-804932,ACC-547826,20789
NID-786986,ACC-417068,14256
NID-702286,ACC-651540,37682
NID-653726,ACC-681571,14217
NID-466347,ACC-307118,28839
NID-376562,ACC-584123,30126
NID-818677,ACC-448081,39307
NID-174375,ACC-752967,29832
NID-130789,ACC-917914,27200
NID-290471,ACC-627210,24967
NID-416624,ACC-621221,15877
NID-903077,ACC-560701,26779
NID-131220,ACC-311499,12713
NID-183470,ACC-526826,20066
NID-586436,ACC-621446,29182
NID-870624,ACC-557443,49952
NID-176875,ACC-909985,14543
NID-368446,ACC-449025,43045
NID-234256,ACC-670344,32473
NID-961215,ACC-760363,45507
NID-885228,ACC-917928,28246
NID-349041,ACC-213480,38012
NID-870177,ACC-310471,20324
NID-760883,ACC-336206,19031
NID-361608,ACC-644742,47627
NID-856005,ACC-911202,10437
NID-723612,ACC-548211,39695
NID-341291,ACC-143320,17511
NID-171821,ACC-781479,10694
NID-573599,ACC-229774,36085
NID-879384,ACC-591766,13515
NID-412542,ACC-222589,12509
NID-913916,ACC-866120,18162
NID-650141,ACC-539494,43604
NID-595493,ACC-653756,21753
NID-892262,ACC-642551,46659
NID-498838,ACC-237078,35995
NID-916337,ACC-716627,42994
NID-915894,ACC-440788,27738
NID-331433,ACC-868653,22683
NID-569637,ACC-182275,46301
NID-334019,ACC-625951,26997
NID-511183,ACC-227265,33993
NID-114642,ACC-614145,30520
NID-989899,ACC-672184,35490
NID-607057,ACC-779414,13879
NID-828366,ACC-162102,48953
NID-733981,ACC-139000,48002
NID-845662,ACC-101705,46567
NID-752463,ACC-764900,20034
NID-353993,ACC-127975,40780
NID-420534,ACC-326843,22763
NID-138884,ACC-397335,47358
NID-950846,ACC-127532,25528
NID-610623,ACC-954371,25640
NID-367652,ACC-144811,46947
NID-447953,ACC-530267,48770
NID-135661,ACC-892573,38243
NID-193019,ACC-806983,34349
NID-300340,ACC-673415,45375
NID-164918,ACC-311080,21850
NID-890512,ACC-757183,43338
NID-955347,ACC-253303,24502
NID-732803,ACC-791094,48846
NID-569620,ACC-866120,26920
NID-615270,ACC-612590,12236
NID-773699,ACC-469209,46332
NID-240883,ACC-765442,10066
NID-787435,ACC-154323,10153
NID-989500,ACC-179873,46707
NID-432502,ACC-798895,25976
NID-304650,ACC-828858,35335
NID-117674,ACC-392080,46417
NID-166550,ACC-767969,22221
NID-974927,ACC-880322,45878
NID-424630,ACC-749714,37655
NID-982538,ACC-969122,11284
NID-948020,ACC-525550,48109
NID-494361,ACC-429498,11333
NID-993323,ACC-873031,26619
NID-358320,ACC-270906,19182
NID-237682,ACC-625951,39695
NID-224608,ACC-682724,21386
NID-559352,ACC-222830,10882
NID-557111,ACC-775845,35222
NID-643712,ACC-160927,25385
NID-971615,ACC-903273,13175
NID-198695,ACC-645006,14168
NID-380443,ACC-230341,21418
NID-632046,ACC-345142,43790
NID-937551,ACC-449025,22468
NID-708301,ACC-488837,20247
NID-112944,ACC-736740,22510
NID-482398,ACC-183515,48509
NID-192127,ACC-714862,30347
NID-201640,ACC-480088,11248
NID-546153,ACC-838880,17146
NID-747618,ACC-915479,22130
NID-737108,ACC-652347,19564
NID-436554,ACC-906899,10530
NID-820827,ACC-768575,44669
NID-405305,ACC-294888,28925
NID-749552,ACC-930285,22825
NID-243011,ACC-851641,43110
NID-694783,ACC-228065,21430
NID-186327,ACC-476015,36885
NID-296837,ACC-670255,13753
NID-128497,ACC-237078,14090
NID-486286,ACC-846322,30160
NID-454414,ACC-846026,24827
NID-232582,ACC-867306,34439
NID-552300,ACC-693376,18244
NID-343703,ACC-281926,41564
NID-350505,ACC-901932,21529
NID-646649,ACC-671680,25227
NID-141600,ACC-962485,36774
NID-988394,ACC-560701,26114
NID-108922,ACC-322010,44487
NID-900313,ACC-946516,38278
NID-177204,ACC-290807,19162
NID-682520,ACC-440155,37691
NID-108073,ACC-764900,18159
NID-226453,ACC-229774,43242
NID-248490,ACC-528647,29471
NID-208656,ACC-370396,16487
NID-729593,ACC-427228,45270
NID-747274,ACC-245363,40025
NID-407784,ACC-326843,30605
NID-282851,ACC-715300,31797
NID-283116,ACC-713044,36931
NID-872908,ACC-586823,40574
NID-601625,ACC-414339,16542
NID-877464,ACC-438593,31695
NID-844084,ACC-850591,10609
NID-179026,ACC-318924,35625
NID-431395,ACC-151607,35730
NID-664818,ACC-112793,22862
NID-748413,ACC-672220,41646
NID-113261,ACC-958155,29155
NID-651714,ACC-992401,18472
NID-912578,ACC-540734,19619
NID-561647,ACC-739563,13909
NID-563576,ACC-823960,46106
NID-183125,ACC-409858,25239
NID-633559,ACC-798895,38728
NID-410426,ACC-644151,13981
NID-496817,ACC-523867,40176
NID-724631,ACC-814561,33325
NID-700650,ACC-677139,12661
NID-920495,ACC-837567,29865
NID-469251,ACC-798358,39216
NID-581263,ACC-868653,45306
NID-842824,ACC-449554,35051
NID-785133,ACC-832504,38809
NID-942910,ACC-850089,37011
NID-363844,ACC-539404,40249
NID-498482,ACC-923797,23411
NID-479374,ACC-832986,25498
NID-700784,ACC-508356,26196
NID-118011,ACC-828456,39208
NID-965573,ACC-625156,37866
NID-470535,ACC-420209,21086
NID-244953,ACC-775517,20610
NID-646883,ACC-892573,34966
NID-373465,ACC-763252,39099
NID-569116,ACC-484401,43120
NID-678875,ACC-649383,28536
NID-796101,ACC-881870,19977
NID-776622,ACC-168103,31233
NID-919474,ACC-687557,22887
NID-950355,ACC-507187,42075
NID-220938,ACC-245597,17619
NID-460339,ACC-858632,47026
NID-504764,ACC-502072,14838
NID-866459,ACC-342706,11682
NID-210573,ACC-947914,41289
NID-498994,ACC-321071,37808
NID-667673,ACC-258212,38416
NID-841392,ACC-918562,38164
NID-870284,ACC-237698,23748
NID-509131,ACC-127532,19299
NID-940918,ACC-544160,48752
NID-335833,ACC-911342,37340
NID-817647,ACC-399487,42416
NID-901528,ACC-531838,37620
NID-575992,ACC-147548,49776
NID-795784,ACC-393222,28494
NID-128258,ACC-714035,17068
NID-907605,ACC-199201,30290
NID-205359,ACC-562400,21979
NID-600239,ACC-666145,12757
NID-365805,ACC-467548,11056
NID-132176,ACC-838530,43037
NID-305100,ACC-917947,35573
NID-646258,ACC-840445,18123
NID-854107,ACC-496472,38106
NID-921847,ACC-324961,43977
NID-913120,ACC-775753,24372
NID-352660,ACC-974782,37087
NID-438864,ACC-814897,11394
NID-745474,ACC-353292,23401
NID-389655,ACC-371393,42909
NID-926735,ACC-397335,21251
NID-232206,ACC-385356,40753
NID-330080,ACC-491120,12712
NID-905907,ACC-275351,42738
NID-749745,ACC-469075,45122
NID-578687,ACC-678482,11832
NID-796930,ACC-953681,34067
NID-477253,ACC-714035,44542
NID-549847,ACC-237698,27410
NID-337377,ACC-548156,46507
NID-315174,ACC-263470,32589
NID-102207,ACC-751796,48786
NID-999548,ACC-946192,27009
NID-878438,ACC-753551,20350
NID-478341,ACC-340632,41395
NID-885038,ACC-909001,22373
NID-337694,ACC-920353,19662
NID-654992,ACC-253515,40642
NID-698234,ACC-114079,33793
NID-271113,ACC-882974,46364
NID-347654,ACC-489717,44889
NID-406437,ACC-561405,14292
NID-759546,ACC-721076,21145
NID-927206,ACC-999711,18060
NID-185304,ACC-288722,21890
NID-129064,ACC-858310,32306
NID-173051,ACC-638514,35258
NID-479659,ACC-930115,45164
NID-181766,ACC-375664,35462
NID-897510,ACC-990969,12753
NID-542417,ACC-948202,14482
NID-207243,ACC-648107,27191
NID-383232,ACC-541516,36425
NID-222431,ACC-808686,32133
NID-295903,ACC-498200,15949
NID-491614,ACC-430038,40328
NID-283319,ACC-944793,11885
NID-312756,ACC-239461,24748
NID-817122,ACC-197524,33933
NID-641075,ACC-236459,23951
NID-737433,ACC-689222,17189
NID-777291,ACC-792599,23402
NID-708569,ACC-470301,38461
NID-393793,ACC-354045,27365
NID-445214,ACC-331928,27557
NID-379880,ACC-723623,27575
NID-637351,ACC-126810,15971
NID-575727,ACC-746847,20696
NID-467227,ACC-421863,14916
NID-954465,ACC-463800,22011
NID-291906,ACC-152723,24013
NID-253214,ACC-721076,23361
NID-341795,ACC-776215,18059
NID-703423,ACC-299032,33246
NID-757778,ACC-517445,26818
NID-318338,ACC-682565,46433
NID-772259,ACC-825992,27279
NID-462423,ACC-865192,36352
NID-545342,ACC-377066,33600
NID-583777,ACC-285216,28878
NID-329839,ACC-932776,49761
NID-169214,ACC-438075,11119
NID-391959,ACC-892573,13647
NID-396015,ACC-628602,26402
NID-744478,ACC-211123,15492
NID-620277,ACC-420244,12909
NID-936952,ACC-229343,37829
NID-481048,ACC-248526,18531
NID-312041,ACC-459410,42947
NID-256320,ACC-660656,12680
NID-450829,ACC-437671,12973
NID-196518,ACC-711586,34081
NID-913955,ACC-118741,18386
NID-569621,ACC-320601,39520
NID-985893,ACC-403430,11470
NID-414954,ACC-451285,21324
NID-931239,ACC-450382,23962
NID-780650,ACC-872797,38722
NID-162008,ACC-501144,33396
NID-116213,ACC-389519,32408
NID-528110,ACC-733143,32864
NID-443691,ACC-621446,40293
NID-603159,ACC-808244,32441
NID-497794,ACC-638852,27659
NID-148335,ACC-930115,46876
NID-751280,ACC-793554,24048
NID-251715,ACC-918788,25877
NID-875358,ACC-700382,24659
NID-492410,ACC-210585,47883
NID-168019,ACC-258045,43537
NID-867707,ACC-861491,43274
NID-756622,ACC-791094,46826
NID-433220,ACC-912270,10560
NID-233152,ACC-210167,44173
NID-426412,ACC-704752,45098
NID-412557,ACC-690508,32445
NID-203928,ACC-787050,26528
NID-403004,ACC-394767,39056
NID-476231,ACC-491374,38222
NID-816073,ACC-952157,42368
NID-306971,ACC-930115,35168
NID-526279,ACC-686426,35490
NID-903167,ACC-525925,14878
NID-828802,ACC-278234,46834
NID-168339,ACC-376363,25122
NID-278013,ACC-330745,36766
NID-218199,ACC-643808,38044
NID-769616,ACC-702039,40396
NID-122775,ACC-388707,25157
NID-349703,ACC-267403,28583
NID-862922,ACC-769376,23186
NID-565613,ACC-906530,43727
NID-850096,ACC-833281,14029
NID-672438,ACC-340634,16887
NID-522294,ACC-550193,12401
NID-218305,ACC-733219,32169
NID-581717,ACC-193394,14050
NID-991855,ACC-557564,48781
NID-748945,ACC-832369,22730
NID-201235,ACC-471424,46418
NID-466493,ACC-640750,35142
NID-410532,ACC-974452,32198
NID-798994,ACC-513973,15368
NID-865957,ACC-187170,47278
NID-890170,ACC-528263,23960
NID-902605,ACC-768575,20583
NID-256513,ACC-498412,39673
NID-539232,ACC-702392,35819
NID-604246,ACC-666145,32863
NID-242546,ACC-728993,41217
NID-363244,ACC-566829,40380
NID-618604,ACC-243864,24456
NID-433969,ACC-478030,30197
NID-295127,ACC-808556,43400
NID-628027,ACC-621221,30809
NID-652817,ACC-762395,15426
NID-518745,ACC-390342,35267
NID-777396,ACC-862585,16450
NID-571215,ACC-766707,33583
NID-393405,ACC-737819,46678
NID-486298,ACC-453829,37526
NID-151486,ACC-354045,36969
NID-654621,ACC-920502,44029
NID-505124,ACC-518443,34823
NID-328299,ACC-270978,39822
NID-442747,ACC-838689,38539
NID-652562,ACC-653906,38802
NID-645998,ACC-252924,23459
NID-811422,ACC-497086,29108
NID-673698,ACC-214113,29941
NID-698106,ACC-635996,19704
NID-888631,ACC-601792,24241
NID-456635,ACC-571489,24621
NID-715874,ACC-228065,24611
NID-853554,ACC-744862,47497
NID-686059,ACC-206273,19309
NID-648949,ACC-591511,20807
NID-325796,ACC-318924,35625
NID-718726,ACC-228254,37733
NID-911573,ACC-252306,33443
NID-882187,ACC-105785,49849
NID-933690,ACC-821666,39205
NID-206160,ACC-505047,14425
NID-910934,ACC-276062,45212
NID-989516,ACC-210351,15615
NID-553512,ACC-672354,21051
NID-864214,ACC-821666,21987
NID-578939,ACC-508410,49484
NID-443995,ACC-336206,15435
NID-530991,ACC-426014,30069
NID-715184,ACC-770116,32492
NID-267187,ACC-843193,20271
NID-276468,ACC-905047,30559
NID-835023,ACC-199201,26697
NID-571414,ACC-453300,24915
NID-743889,ACC-830283,11500
NID-146174,ACC-632917,15695
NID-298150,ACC-561463,33397
NID-558919,ACC-156498,22506
NID-922287,ACC-765442,29541
NID-105038,ACC-699243,11124
NID-875818,ACC-947275,43630
NID-281975,ACC-481250,26223
NID-338404,ACC-704403,25487
NID-247794,ACC-548678,41800
NID-291897,ACC-681204,30743
NID-161296,ACC-206273,15930
NID-216263,ACC-390707,13035
NID-221570,ACC-649081,38927
NID-873773,ACC-169243,45709
NID-723569,ACC-459209,33135
NID-423447,ACC-756595,45218
NID-833234,ACC-136021,21449
NID-801117,ACC-318727,30035
NID-463636,ACC-520632,42499
NID-519132,ACC-694102,37716
NID-881032,ACC-963222,25306
NID-368242,ACC-384050,46151
NID-720448,ACC-218514,28385
NID-103686,ACC-555799,49591
NID-125565,ACC-918528,49530
NID-925878,ACC-464731,31828
NID-984781,ACC-777415,42202
NID-227242,ACC-616142,18932
NID-730789,ACC-739563,28300
NID-976069,ACC-319790,16204
NID-217020,ACC-523849,35671
NID-453620,ACC-738921,26860
NID-200867,ACC-876109,43653
NID-217241,ACC-229435,25622
NID-827284,ACC-345675,47161
NID-870824,ACC-561830,39458
NID-145192,ACC-143624,18664
NID-817653,ACC-961995,44696
NID-611960,ACC-454675,22634
NID-948294,ACC-262677,36911
NID-302733,ACC-644994,36464
NID-133659,ACC-232792,29305
NID-260942,ACC-909288,18420
NID-638183,ACC-502292,31380
